Authors,Source,Title,Year,Thermal transformation span (TSPAN) - (AF-MF) - (°C),Calculated Density (g/cm^3),Ni (at.%),composition,Ti (at.%),Pd (at.%)
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,19.0,6.98785,41.0,Ni41.0Ti50.0Pd9.0 %,50.0,9.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,30.0,7.05015,39.0,Ni39.0Ti50.0Pd11.0 %,50.0,11.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,33.0,7.11245,37.0,Ni37.0Ti50.0Pd13.0 %,50.0,13.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,27.0,7.17475,35.0,Ni35.0Ti50.0Pd15.0 %,50.0,15.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,31.0,7.23705,33.0,Ni33.0Ti50.0Pd17.0 %,50.0,17.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,34.0,7.36165,29.0,Ni29.0Ti50.0Pd21.0 %,50.0,21.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,32.0,7.642,20.0,Ni20.0Ti50.0Pd30.0 %,50.0,30.0
S. Rehman; M. Khan; A.N. Khan; S.H.I. Jaffery; L. Ali; A. Mubashar,Advances in Materials Science and Engineering,Improvement in the Mechanical Properties of High Temperature Shape Memory Alloy (Ti50Ni25Pd25) by Copper Addition,2015.0,48.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,44.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,57.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,33.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,34.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,35.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,37.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,48.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,57.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,39.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,34.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,38.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Scripta Metallurgica et Materialia,Work output of the two-way shape memory effect in Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,42.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,22.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,185.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,198.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,203.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,207.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
Y. Chemisky; G. Chatzigeorgiou; P.K. Kumar; D.C. Lagoudas  ,Mechanics of Materials,A constitutive model for cyclic actuation of high-temperature shape memory alloys,2014.0,211.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,27.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,38.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,51.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
O. Rios,,Advanced high-temperature shape-memory alloy development and thermomechanical characterization of platinum and palladium modified NiTi based SMAs,2006.0,54.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
T.T. Sasaki; B.C. Hornbuckle; R.D. Noebe; G.S. Bigelow; M.L. Weaver; G.B. Thompson,Metallurgical and Materials Transactions A,Effect of Aging on Microstructure and Shape Memory Properties of a Ni-48Ti-25Pd (At. Pct) Alloy,2013.0,62.0,7.57427,27.0,Ni27.0Ti48.0Pd25.0 %,48.0,25.0
