Authors,Source,Title,Year,Austenite Start Temperature - AS - (°C),Martensite Start Temperature - MS - (°C),Cu (at.%),composition,Al (at.%),Mn (at.%)
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,18.0,15.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,20.0,14.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,18.0,15.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,21.0,14.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,21.0,15.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,35.0,58.0,71.1,Cu71.1Al23.1Mn5.8 %,23.1,5.8
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,31.0,12.0,71.3,Cu71.3Al22.0Mn6.7 %,22.0,6.7
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,0.0,-17.0,71.0,Cu71.0Al22.1Mn6.9 %,22.1,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,3.0,-12.0,71.1,Cu71.1Al22.0Mn6.9 %,22.0,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,15.0,-2.0,71.1,Cu71.1Al22.0Mn6.9 %,22.0,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,15.0,-2.0,71.1,Cu71.1Al22.0Mn6.9 %,22.0,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,27.0,12.0,71.3,Cu71.3Al21.8Mn6.9 %,21.8,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,50.0,54.0,71.5,Cu71.5Al21.6Mn6.9 %,21.6,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,45.0,31.0,71.6,Cu71.6Al21.5Mn6.9 %,21.5,6.9
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,40.0,14.0,70.0,Cu70.0Al23.0Mn7.0 %,23.0,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,38.0,19.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,31.0,9.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,34.0,7.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,34.0,8.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,35.0,8.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,34.0,9.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,33.0,9.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,35.0,10.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,34.0,10.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,35.0,9.0,71.2,Cu71.2Al21.8Mn7.0 %,21.8,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,29.0,16.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,42.0,21.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,40.0,23.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,50.0,52.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,28.0,17.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,50.0,34.0,71.6,Cu71.6Al21.4Mn7.0 %,21.4,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,59.0,42.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,59.0,42.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,58.0,81.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,59.0,42.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,59.0,42.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,28.0,17.0,71.3,Cu71.3Al21.6Mn7.1 %,21.6,7.1
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,49.0,32.0,71.4,Cu71.4Al21.5Mn7.1 %,21.5,7.1
Hamburg,,Martensitisch umwandelnde Cu-Al-Mn-Legierungen mit gezielt eingestellter; hoher Dämpfung für isotherme Anwendungen,2007.0,31.0,19.0,71.4,Cu71.4Al21.3Mn7.3 %,21.3,7.3
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-111.0,-48.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-86.0,7.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-13.0,42.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-63.0,47.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-33.0,47.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of solution treatment on damping capacity and shape memory effect of a CuAlMn alloy,2010.0,-10.0,47.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Jiao; Wen; Li; He; Teng,,Effect of environmental temperature on damping capacity of Cu-Al-Mn alloy,2008.0,150.0,60.0,74.1,Cu74.1Al16.1Mn9.8 %,16.1,9.8
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,-58.0,-59.0,73.0,Cu73.0Al17.0Mn10.0 %,17.0,10.0
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,-28.0,-35.0,74.0,Cu74.0Al16.0Mn10.0 %,16.0,10.0
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,53.0,48.0,73.0,Cu73.0Al17.0Mn10.0 %,17.0,10.0
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,84.0,80.0,74.0,Cu74.0Al16.0Mn10.0 %,16.0,10.0
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,-102.0,-106.0,73.0,Cu73.0Al14.0Mn13.0 %,14.0,13.0
Kainuma; Takahashi; Ishida,,Thermoelastic Martensite and Shape Memory Effect in Ductile Cu-AI-Mn Alloys,1996.0,-44.0,-51.0,73.0,Cu73.0Al14.0Mn13.0 %,14.0,13.0
Kato; Dutkiewicz; Miura,,SUPERELASTICITY AND SHAPE MEMORY EFFECT IN Cu-23at.%A1-7at.%Mn ALLOY SINGLE CRYSTALS,1994.0,30.0,15.0,70.0,Cu70.0Al23.0Mn7.0 %,23.0,7.0
Kato; Ozu; Hashimoto; Miura,,Cyclic stress–strain response of superelastic Cu–Al–Mn alloy single crystals,1999.0,-78.0,-69.0,70.0,Cu70.0Al20.0Mn10.0 %,20.0,10.0
Koeda; Omori; Sutou; Suzuki; Wakita; Kainuma; Ishida,,Damping Properties of Ductile Cu-Al-Mn-Based Shape Memory Alloys,2005.0,-20.0,-15.0,72.0,Cu72.0Al17.0Mn11.0 %,17.0,11.0
Koeda; Omori; Sutou; Suzuki; Wakita; Kainuma; Ishida,,Damping Properties of Ductile Cu-Al-Mn-Based Shape Memory Alloys,2005.0,-17.0,-18.0,72.0,Cu72.0Al17.0Mn11.0 %,17.0,11.0
Kokorin; Kozlova; Titenko,,Temperature hysteresis of martensite transformation in aging Cu–Mn–Al alloy,2002.0,-76.0,-97.0,69.4,Cu69.4Al25.9Mn4.7 %,25.9,4.7
Kokorin; Kozlova; Titenko,,Temperature hysteresis of martensite transformation in aging Cu–Mn–Al alloy,2002.0,-51.0,-76.0,69.4,Cu69.4Al25.9Mn4.7 %,25.9,4.7
Kokorin; Kozlova; Titenko,,Temperature hysteresis of martensite transformation in aging Cu–Mn–Al alloy,2002.0,-51.0,-70.0,69.4,Cu69.4Al25.9Mn4.7 %,25.9,4.7
Kokorin; Kozlova; Titenko,,Temperature hysteresis of martensite transformation in aging Cu–Mn–Al alloy,2002.0,-50.0,-51.0,69.4,Cu69.4Al25.9Mn4.7 %,25.9,4.7
Kokorin; Kozlova; Titenko,,Temperature hysteresis of martensite transformation in aging Cu–Mn–Al alloy,2002.0,-48.0,-46.0,69.4,Cu69.4Al25.9Mn4.7 %,25.9,4.7
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-76.0,-97.0,68.9,Cu68.9Al26.7Mn4.4 %,26.7,4.4
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-51.0,-76.0,68.9,Cu68.9Al26.7Mn4.4 %,26.7,4.4
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-51.0,-70.0,68.9,Cu68.9Al26.7Mn4.4 %,26.7,4.4
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-50.0,-51.0,68.9,Cu68.9Al26.7Mn4.4 %,26.7,4.4
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-48.0,-46.0,68.9,Cu68.9Al26.7Mn4.4 %,26.7,4.4
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,-23.0,-8.0,70.2,Cu70.2Al24.8Mn5.0 %,24.8,5.0
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,8.0,0.0,70.2,Cu70.2Al24.8Mn5.0 %,24.8,5.0
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,10.0,3.0,70.2,Cu70.2Al24.8Mn5.0 %,24.8,5.0
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,10.0,3.0,70.2,Cu70.2Al24.8Mn5.0 %,24.8,5.0
Kozlova; Titenko,,Stress-induced martensitic transformation in polycrystalline aged Cu–Al–Mn alloys,2006.0,10.0,3.0,70.2,Cu70.2Al24.8Mn5.0 %,24.8,5.0
Liu; Huang; Xie,,Superelastic anisotropy characteristics of columnar-grained Cu–Al–Mn shape memory alloys and its potential applications,2015.0,-53.4,-48.7,70.9,Cu70.9Al17.9Mn11.2 %,17.9,11.2
Liu; Huang; Xie,,The roles of grain orientation and grain boundary characteristics in the enhanced superelasticity of Cu71.8Al17.8Mn10.4 shape memory alloys,2014.0,-26.5,-28.1,72.0,Cu72.0Al17.8Mn10.2 %,17.8,10.2
Liu; Huang; Xie,,The roles of grain orientation and grain boundary characteristics in the enhanced superelasticity of Cu71.8Al17.8Mn10.4 shape memory alloys,2014.0,-22.6,-24.1,71.8,Cu71.8Al17.8Mn10.4 %,17.8,10.4
Lopez del Castillo; Hernaez,,The effect of thermal and stress cycling on thermoelastic martensite formation in Cu-AI-M n alloys,1986.0,158.0,164.0,73.7,Cu73.7Al22.3Mn4.0 %,22.3,4.0
Lopez del Castillo; Hernaez,,The effect of thermal and stress cycling on thermoelastic martensite formation in Cu-AI-M n alloys,1986.0,29.0,52.0,71.1,Cu71.1Al23.6Mn5.3 %,23.6,5.3
Lopez del Castillo; Hernaez,,The effect of thermal and stress cycling on thermoelastic martensite formation in Cu-AI-M n alloys,1986.0,-3.0,17.0,70.4,Cu70.4Al23.6Mn6.0 %,23.6,6.0
Lopez del Castillo; Hernaez,,The effect of thermal and stress cycling on thermoelastic martensite formation in Cu-AI-M n alloys,1986.0,-103.0,-89.0,70.0,Cu70.0Al22.7Mn7.3 %,22.7,7.3
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,50.0,33.0,71.4,Cu71.4Al22.7Mn5.9 %,22.7,5.9
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,74.0,107.0,72.4,Cu72.4Al21.7Mn5.9 %,21.7,5.9
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,79.0,98.0,72.2,Cu72.2Al21.7Mn6.1 %,21.7,6.1
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,50.0,54.0,71.5,Cu71.5Al21.6Mn6.9 %,21.6,6.9
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,50.0,52.0,71.4,Cu71.4Al21.6Mn7.0 %,21.6,7.0
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,59.0,81.0,71.7,Cu71.7Al21.3Mn7.0 %,21.3,7.0
Lopez; Mellor; Blazquez; Gomez,,The stabilization of martensite in Cu-AI-Mn alloys,1988.0,18.0,17.0,70.7,Cu70.7Al21.8Mn7.5 %,21.8,7.5
Mallik; Sampath,,Effect of alloying on microstructure and shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,140.0,131.0,76.1,Cu76.1Al23.0Mn0.9 %,23.0,0.9
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,70.1,66.0,71.8,Cu71.8Al26.5Mn1.7 %,26.5,1.7
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,95.0,98.0,72.8,Cu72.8Al25.1Mn2.1 %,25.1,2.1
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,95.0,98.0,72.8,Cu72.8Al25.1Mn2.1 %,25.1,2.1
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,50.3,53.2,69.2,Cu69.2Al28.5Mn2.3 %,28.5,2.3
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,89.3,84.2,70.7,Cu70.7Al27.0Mn2.3 %,27.0,2.3
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,68.0,56.0,70.7,Cu70.7Al27.0Mn2.3 %,27.0,2.3
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,48.0,45.6,70.2,Cu70.2Al27.4Mn2.4 %,27.4,2.4
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,132.4,128.2,73.4,Cu73.4Al23.6Mn3.0 %,23.6,3.0
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,96.0,88.1,73.4,Cu73.4Al23.6Mn3.0 %,23.6,3.0
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,86.0,65.1,70.1,Cu70.1Al26.8Mn3.1 %,26.8,3.1
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,68.0,55.0,70.1,Cu70.1Al26.8Mn3.1 %,26.8,3.1
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,83.3,78.2,72.9,Cu72.9Al24.0Mn3.1 %,24.0,3.1
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,83.3,78.2,72.9,Cu72.9Al24.0Mn3.1 %,24.0,3.1
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,72.3,70.8,72.2,Cu72.2Al24.0Mn3.8 %,24.0,3.8
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,72.3,70.8,72.2,Cu72.2Al24.0Mn3.8 %,24.0,3.8
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,65.8,62.3,71.7,Cu71.7Al24.2Mn4.1 %,24.2,4.1
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,65.8,62.3,71.7,Cu71.7Al24.2Mn4.1 %,24.2,4.1
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,-29.7,-26.3,67.1,Cu67.1Al28.5Mn4.4 %,28.5,4.4
Mallik; Sampath,,Effect of alloying on microstructure and shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,122.0,122.0,71.9,Cu71.9Al23.0Mn5.1 %,23.0,5.1
Mallik; Sampath,,Effect of alloying on microstructure and shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,144.0,139.0,69.7,Cu69.7Al24.9Mn5.4 %,24.9,5.4
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,42.1,39.5,69.7,Cu69.7Al24.9Mn5.4 %,24.9,5.4
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,25.8,10.4,68.3,Cu68.3Al25.8Mn5.9 %,25.8,5.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,25.8,20.4,68.3,Cu68.3Al25.8Mn5.9 %,25.8,5.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,47.8,44.4,70.0,Cu70.0Al24.1Mn5.9 %,24.1,5.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,47.8,44.4,70.0,Cu70.0Al24.1Mn5.9 %,24.1,5.9
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,47.8,44.4,70.0,Cu70.0Al24.0Mn6.0 %,24.0,6.0
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,69.0,72.0,72.0,Cu72.0Al22.0Mn6.0 %,22.0,6.0
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,69.0,72.0,72.0,Cu72.0Al22.0Mn6.0 %,22.0,6.0
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,12.0,4.0,67.4,Cu67.4Al26.4Mn6.2 %,26.4,6.2
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,12.0,4.0,67.4,Cu67.4Al26.4Mn6.2 %,26.4,6.2
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,-17.0,-26.0,65.8,Cu65.8Al27.9Mn6.3 %,27.9,6.3
Mallik; Sampath,,Effect of alloying on microstructure and shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,135.0,127.0,72.5,Cu72.5Al20.9Mn6.6 %,20.9,6.6
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,11.2,2.3,67.4,Cu67.4Al25.8Mn6.8 %,25.8,6.8
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,16.2,10.8,68.2,Cu68.2Al24.9Mn6.9 %,24.9,6.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,16.2,10.8,68.2,Cu68.2Al24.9Mn6.9 %,24.9,6.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,30.6,25.7,69.0,Cu69.0Al24.1Mn6.9 %,24.1,6.9
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,58.0,56.0,71.6,Cu71.6Al21.4Mn7.0 %,21.4,7.0
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,-46.0,-53.0,63.8,Cu63.8Al28.9Mn7.3 %,28.9,7.3
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,-29.4,-38.3,64.9,Cu64.9Al27.4Mn7.7 %,27.4,7.7
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,-8.0,-14.1,66.5,Cu66.5Al25.7Mn7.8 %,25.7,7.8
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,-8.0,-14.1,66.5,Cu66.5Al25.7Mn7.8 %,25.7,7.8
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,8.9,-6.8,67.3,Cu67.3Al24.9Mn7.8 %,24.9,7.8
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,8.9,-6.8,67.3,Cu67.3Al24.9Mn7.8 %,24.9,7.8
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,8.9,-6.8,67.3,Cu67.3Al24.9Mn7.8 %,24.9,7.8
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,18.4,11.8,68.1,Cu68.1Al24.0Mn7.9 %,24.0,7.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,18.4,11.8,68.1,Cu68.1Al24.0Mn7.9 %,24.0,7.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,18.4,11.8,68.1,Cu68.1Al24.0Mn7.9 %,24.0,7.9
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,63.8,74.2,68.9,Cu68.9Al23.2Mn7.9 %,23.2,7.9
Mallik; Sampath,,Effect of composition and ageing on damping characteristics of Cu–Al–Mn shape memory alloys,2008.0,30.0,21.8,68.9,Cu68.9Al23.2Mn7.9 %,23.2,7.9
Mallik; Sampath,,Influence of aluminum and manganese concentration on the shape memory characteristics of Cu–Al–Mn shape memory alloys,2008.0,30.0,21.8,68.9,Cu68.9Al23.2Mn7.9 %,23.2,7.9
