Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Pd (at.%)
W. Cai; S. Tanaka; K. Otsuka,Materials Science Forum,Thermal cyclic characteristics under load in a Ti50.6Pd30Ni19.4 alloy,2000.0,258.0,260.0,19.4,Ni19.4Ti50.6Pd30.0 %,50.6,30.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,388.0,392.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,398.0,397.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,402.0,411.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,401.0,411.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,403.0,405.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,408.0,406.0,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,234.0,235.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,240.0,244.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,240.0,244.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,240.0,244.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,244.0,250.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,244.0,252.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,245.0,251.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,251.0,262.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,260.0,261.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,263.0,262.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,265.0,263.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,273.0,266.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,271.0,268.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,288.0,280.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,284.0,276.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,280.0,275.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,282.0,259.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,281.0,257.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,277.0,267.0,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,179.0,184.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,190.0,185.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,147.0,147.0,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,192.0,192.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,191.0,193.0,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
